season,home_team_goal,away_team_goal,home_name,away_name
2015/2016,0,2,RC Celta de Vigo,Atlético Madrid
2015/2016,2,1,Levante UD,Rayo Vallecano
2015/2016,3,0,RC Celta de Vigo,Rayo Vallecano
2015/2016,0,0,UD Las Palmas,Levante UD
2015/2016,0,3,Sevilla FC,Atlético Madrid
2015/2016,1,0,FC Barcelona,Málaga CF
2015/2016,2,0,SD Eibar,Athletic Club de Bilbao
2015/2016,1,2,Getafe CF,Granada CF
2015/2016,3,1,Villarreal CF,RCD Espanyol
2015/2016,5,0,Real Madrid CF,Real Betis Balompié
2015/2016,0,0,Real Sociedad,Real Sporting de Gijón
2015/2016,1,1,Valencia CF,RC Deportivo de La Coruña
2015/2016,4,3,RC Celta de Vigo,Levante UD
2015/2016,0,3,UD Las Palmas,Atlético Madrid
2015/2016,2,1,Sevilla FC,Málaga CF
2015/2016,6,0,FC Barcelona,Athletic Club de Bilbao
2015/2016,5,1,SD Eibar,Granada CF
2015/2016,3,1,Getafe CF,RCD Espanyol
2015/2016,0,0,Villarreal CF,Real Betis Balompié
2015/2016,5,1,Real Madrid CF,Real Sporting de Gijón
2015/2016,1,1,Real Sociedad,RC Deportivo de La Coruña
2015/2016,2,2,Valencia CF,Rayo Vallecano
2015/2016,3,0,Rayo Vallecano,RC Celta de Vigo
2015/2016,3,2,Levante UD,UD Las Palmas
2015/2016,0,0,Atlético Madrid,Sevilla FC
2015/2016,1,2,Málaga CF,FC Barcelona
2015/2016,5,2,Athletic Club de Bilbao,SD Eibar
2015/2016,3,2,Granada CF,Getafe CF
2015/2016,2,2,RCD Espanyol,Villarreal CF
2015/2016,1,1,Real Betis Balompié,Real Madrid CF
2015/2016,5,1,Real Sporting de Gijón,Real Sociedad
2015/2016,1,1,RC Deportivo de La Coruña,Valencia CF
2015/2016,2,1,UD Las Palmas,RC Celta de Vigo
2015/2016,3,1,Sevilla FC,Levante UD
2015/2016,2,1,FC Barcelona,Atlético Madrid
2015/2016,1,2,SD Eibar,Málaga CF
2015/2016,0,1,Getafe CF,Athletic Club de Bilbao
2015/2016,1,0,Villarreal CF,Granada CF
2015/2016,6,0,Real Madrid CF,RCD Espanyol
2015/2016,2,1,Real Sociedad,Real Betis Balompié
2015/2016,0,1,Valencia CF,Real Sporting de Gijón
2015/2016,2,2,RC Deportivo de La Coruña,Rayo Vallecano
2015/2016,2,0,Rayo Vallecano,UD Las Palmas
2015/2016,1,1,RC Celta de Vigo,Sevilla FC
2015/2016,0,2,Levante UD,FC Barcelona
2015/2016,3,1,Atlético Madrid,SD Eibar
2015/2016,3,0,Málaga CF,Getafe CF
2015/2016,0,0,Athletic Club de Bilbao,Villarreal CF
2015/2016,1,2,Granada CF,Real Madrid CF
2015/2016,0,5,RCD Espanyol,Real Sociedad
2015/2016,1,0,Real Betis Balompié,Valencia CF
2015/2016,1,1,Real Sporting de Gijón,RC Deportivo de La Coruña
2015/2016,2,0,Sevilla FC,UD Las Palmas
2015/2016,6,1,FC Barcelona,RC Celta de Vigo
2015/2016,2,0,SD Eibar,Levante UD
2015/2016,0,1,Getafe CF,Atlético Madrid
2015/2016,1,0,Villarreal CF,Málaga CF
2015/2016,4,2,Real Madrid CF,Athletic Club de Bilbao
2015/2016,3,0,Real Sociedad,Granada CF
2015/2016,2,1,Valencia CF,RCD Espanyol
2015/2016,2,2,RC Deportivo de La Coruña,Real Betis Balompié
2015/2016,2,2,Real Sporting de Gijón,Rayo Vallecano
2015/2016,2,2,Rayo Vallecano,Sevilla FC
2015/2016,1,2,UD Las Palmas,FC Barcelona
2015/2016,3,2,RC Celta de Vigo,SD Eibar
2015/2016,3,0,Levante UD,Getafe CF
2015/2016,0,0,Atlético Madrid,Villarreal CF
2015/2016,1,1,Málaga CF,Real Madrid CF
2015/2016,0,1,Athletic Club de Bilbao,Real Sociedad
2015/2016,1,2,Granada CF,Valencia CF
2015/2016,1,0,RCD Espanyol,RC Deportivo de La Coruña
2015/2016,1,1,Real Betis Balompié,Real Sporting de Gijón
2015/2016,2,1,FC Barcelona,Sevilla FC
2015/2016,0,1,SD Eibar,UD Las Palmas
2015/2016,0,1,Getafe CF,RC Celta de Vigo
2015/2016,3,0,Villarreal CF,Levante UD
2015/2016,0,1,Real Madrid CF,Atlético Madrid
2015/2016,1,1,Real Sociedad,Málaga CF
2015/2016,0,3,Valencia CF,Athletic Club de Bilbao
2015/2016,0,1,RC Deportivo de La Coruña,Granada CF
2015/2016,2,4,Real Sporting de Gijón,RCD Espanyol
2015/2016,2,2,Real Betis Balompié,Rayo Vallecano
2015/2016,1,5,Rayo Vallecano,FC Barcelona
2015/2016,1,0,Sevilla FC,SD Eibar
2015/2016,4,0,UD Las Palmas,Getafe CF
2015/2016,0,0,RC Celta de Vigo,Villarreal CF
2015/2016,1,3,Levante UD,Real Madrid CF
2015/2016,3,0,Atlético Madrid,Real Sociedad
2015/2016,1,2,Málaga CF,Valencia CF
2015/2016,4,1,Athletic Club de Bilbao,RC Deportivo de La Coruña
2015/2016,2,0,Granada CF,Real Sporting de Gijón
2015/2016,0,3,RCD Espanyol,Real Betis Balompié
2015/2016,0,4,SD Eibar,FC Barcelona
2015/2016,1,1,Getafe CF,Sevilla FC
2015/2016,0,1,Villarreal CF,UD Las Palmas
2015/2016,7,1,Real Madrid CF,RC Celta de Vigo
2015/2016,1,1,Real Sociedad,Levante UD
2015/2016,1,3,Valencia CF,Atlético Madrid
2015/2016,3,3,RC Deportivo de La Coruña,Málaga CF
2015/2016,0,2,Real Sporting de Gijón,Athletic Club de Bilbao
2015/2016,2,0,Real Betis Balompié,Granada CF
2015/2016,2,1,RCD Espanyol,Rayo Vallecano
2015/2016,1,1,Rayo Vallecano,SD Eibar
2015/2016,6,0,FC Barcelona,Getafe CF
2015/2016,4,2,Sevilla FC,Villarreal CF
2015/2016,1,2,UD Las Palmas,Real Madrid CF
2015/2016,1,0,RC Celta de Vigo,Real Sociedad
2015/2016,1,0,Levante UD,Valencia CF
2015/2016,3,0,Atlético Madrid,RC Deportivo de La Coruña
2015/2016,1,0,Málaga CF,Real Sporting de Gijón
2015/2016,3,1,Athletic Club de Bilbao,Real Betis Balompié
2015/2016,1,1,Granada CF,RCD Espanyol
2015/2016,3,3,RC Celta de Vigo,UD Las Palmas
2015/2016,1,1,Levante UD,Sevilla FC
2015/2016,1,2,Atlético Madrid,FC Barcelona
2015/2016,0,0,Málaga CF,SD Eibar
2015/2016,3,1,Athletic Club de Bilbao,Getafe CF
2015/2016,1,3,Granada CF,Villarreal CF
2015/2016,0,6,RCD Espanyol,Real Madrid CF
2015/2016,1,0,Real Betis Balompié,Real Sociedad
2015/2016,0,1,Real Sporting de Gijón,Valencia CF
2015/2016,1,3,Rayo Vallecano,RC Deportivo de La Coruña
2015/2016,1,1,Getafe CF,SD Eibar
2015/2016,2,2,Villarreal CF,FC Barcelona
2015/2016,4,0,Real Madrid CF,Sevilla FC
2015/2016,0,1,Real Sociedad,UD Las Palmas
2015/2016,0,2,Valencia CF,RC Celta de Vigo
2015/2016,2,1,RC Deportivo de La Coruña,Levante UD
2015/2016,2,1,Real Sporting de Gijón,Atlético Madrid
2015/2016,0,1,Real Betis Balompié,Málaga CF
2015/2016,2,1,RCD Espanyol,Athletic Club de Bilbao
2015/2016,2,2,Granada CF,Rayo Vallecano
2015/2016,2,0,Rayo Vallecano,Getafe CF
2015/2016,1,2,SD Eibar,Villarreal CF
2015/2016,1,2,FC Barcelona,Real Madrid CF
2015/2016,1,2,Sevilla FC,Real Sociedad
2015/2016,2,1,UD Las Palmas,Valencia CF
2015/2016,1,1,RC Celta de Vigo,RC Deportivo de La Coruña
2015/2016,0,0,Levante UD,Real Sporting de Gijón
2015/2016,5,1,Atlético Madrid,Real Betis Balompié
2015/2016,1,1,Málaga CF,RCD Espanyol
2015/2016,1,1,Athletic Club de Bilbao,Granada CF
2015/2016,2,0,Villarreal CF,Getafe CF
2015/2016,4,0,Real Madrid CF,SD Eibar
2015/2016,1,0,Real Sociedad,FC Barcelona
2015/2016,2,1,Valencia CF,Sevilla FC
2015/2016,1,3,RC Deportivo de La Coruña,UD Las Palmas
2015/2016,0,1,Real Sporting de Gijón,RC Celta de Vigo
2015/2016,1,0,Real Betis Balompié,Levante UD
2015/2016,1,3,RCD Espanyol,Atlético Madrid
2015/2016,0,0,Granada CF,Málaga CF
2015/2016,1,0,Athletic Club de Bilbao,Rayo Vallecano
2015/2016,2,1,Rayo Vallecano,Villarreal CF
2015/2016,1,5,Getafe CF,Real Madrid CF
2015/2016,2,1,SD Eibar,Real Sociedad
2015/2016,1,2,FC Barcelona,Valencia CF
2015/2016,1,1,Sevilla FC,RC Deportivo de La Coruña
2015/2016,1,1,UD Las Palmas,Real Sporting de Gijón
2015/2016,1,1,RC Celta de Vigo,Real Betis Balompié
2015/2016,2,1,Levante UD,RCD Espanyol
2015/2016,3,0,Atlético Madrid,Granada CF
2015/2016,0,1,Málaga CF,Athletic Club de Bilbao
2015/2016,3,0,Real Madrid CF,Villarreal CF
2015/2016,1,2,Real Sociedad,Getafe CF
2015/2016,4,0,Valencia CF,SD Eibar
2015/2016,0,8,RC Deportivo de La Coruña,FC Barcelona
2015/2016,2,1,Real Sporting de Gijón,Sevilla FC
2015/2016,1,0,Real Betis Balompié,UD Las Palmas
2015/2016,1,1,RCD Espanyol,RC Celta de Vigo
2015/2016,5,1,Granada CF,Levante UD
2015/2016,0,1,Athletic Club de Bilbao,Atlético Madrid
2015/2016,1,1,Málaga CF,Rayo Vallecano
2015/2016,2,3,Rayo Vallecano,Real Madrid CF
2015/2016,0,0,Villarreal CF,Real Sociedad
2015/2016,2,2,Getafe CF,Valencia CF
2015/2016,1,1,SD Eibar,RC Deportivo de La Coruña
2015/2016,6,0,FC Barcelona,Real Sporting de Gijón
2015/2016,2,0,Sevilla FC,Real Betis Balompié
2015/2016,4,0,UD Las Palmas,RCD Espanyol
2015/2016,2,1,RC Celta de Vigo,Granada CF
2015/2016,2,2,Levante UD,Athletic Club de Bilbao
2015/2016,1,0,Atlético Madrid,Málaga CF
2015/2016,0,1,Real Sociedad,Real Madrid CF
2015/2016,0,2,Valencia CF,Villarreal CF
2015/2016,0,2,RC Deportivo de La Coruña,Getafe CF
2015/2016,2,0,Real Sporting de Gijón,SD Eibar
2015/2016,0,2,Real Betis Balompié,FC Barcelona
2015/2016,1,0,RCD Espanyol,Sevilla FC
2015/2016,3,2,Granada CF,UD Las Palmas
2015/2016,2,1,Athletic Club de Bilbao,RC Celta de Vigo
2015/2016,3,1,Málaga CF,Levante UD
2015/2016,1,0,Atlético Madrid,Rayo Vallecano
2015/2016,2,1,Real Sociedad,Rayo Vallecano
2015/2016,3,2,Real Madrid CF,Valencia CF
2015/2016,0,2,Villarreal CF,RC Deportivo de La Coruña
2015/2016,1,1,Getafe CF,Real Sporting de Gijón
2015/2016,1,1,SD Eibar,Real Betis Balompié
2015/2016,5,0,FC Barcelona,RCD Espanyol
2015/2016,1,4,Sevilla FC,Granada CF
2015/2016,0,0,UD Las Palmas,Athletic Club de Bilbao
2015/2016,1,0,RC Celta de Vigo,Málaga CF
2015/2016,2,1,Levante UD,Atlético Madrid
2015/2016,0,1,Valencia CF,Real Sociedad
2015/2016,0,2,RC Deportivo de La Coruña,Real Madrid CF
2015/2016,2,0,Real Sporting de Gijón,Villarreal CF
2015/2016,2,1,Real Betis Balompié,Getafe CF
2015/2016,4,2,RCD Espanyol,SD Eibar
2015/2016,0,3,Granada CF,FC Barcelona
2015/2016,3,1,Athletic Club de Bilbao,Sevilla FC
2015/2016,4,1,Málaga CF,UD Las Palmas
2015/2016,2,0,Atlético Madrid,RC Celta de Vigo
2015/2016,3,1,Rayo Vallecano,Levante UD
2015/2016,0,1,UD Las Palmas,Rayo Vallecano
2015/2016,1,2,Sevilla FC,RC Celta de Vigo
2015/2016,4,1,FC Barcelona,Levante UD
2015/2016,0,2,SD Eibar,Atlético Madrid
2015/2016,1,0,Getafe CF,Málaga CF
2015/2016,3,1,Villarreal CF,Athletic Club de Bilbao
2015/2016,1,0,Real Madrid CF,Granada CF
2015/2016,2,3,Real Sociedad,RCD Espanyol
2015/2016,0,0,Valencia CF,Real Betis Balompié
2015/2016,2,3,RC Deportivo de La Coruña,Real Sporting de Gijón
2015/2016,2,0,UD Las Palmas,Sevilla FC
2015/2016,4,1,RC Celta de Vigo,FC Barcelona
2015/2016,2,2,Levante UD,SD Eibar
2015/2016,2,0,Atlético Madrid,Getafe CF
2015/2016,0,1,Málaga CF,Villarreal CF
2015/2016,1,2,Athletic Club de Bilbao,Real Madrid CF
2015/2016,0,3,Granada CF,Real Sociedad
2015/2016,1,0,RCD Espanyol,Valencia CF
2015/2016,1,2,Real Betis Balompié,RC Deportivo de La Coruña
2015/2016,2,1,Rayo Vallecano,Real Sporting de Gijón
2015/2016,3,2,Sevilla FC,Rayo Vallecano
2015/2016,2,1,FC Barcelona,UD Las Palmas
2015/2016,1,1,SD Eibar,RC Celta de Vigo
2015/2016,3,0,Getafe CF,Levante UD
2015/2016,1,0,Villarreal CF,Atlético Madrid
2015/2016,0,0,Real Madrid CF,Málaga CF
2015/2016,0,0,Real Sociedad,Athletic Club de Bilbao
2015/2016,1,0,Valencia CF,Granada CF
2015/2016,3,0,RC Deportivo de La Coruña,RCD Espanyol
2015/2016,1,2,Real Sporting de Gijón,Real Betis Balompié
2015/2016,2,1,Sevilla FC,FC Barcelona
2015/2016,0,2,UD Las Palmas,SD Eibar
2015/2016,0,0,RC Celta de Vigo,Getafe CF
2015/2016,1,0,Levante UD,Villarreal CF
2015/2016,1,1,Atlético Madrid,Real Madrid CF
2015/2016,3,1,Málaga CF,Real Sociedad
2015/2016,3,1,Athletic Club de Bilbao,Valencia CF
2015/2016,1,1,Granada CF,RC Deportivo de La Coruña
2015/2016,1,2,RCD Espanyol,Real Sporting de Gijón
2015/2016,0,2,Rayo Vallecano,Real Betis Balompié
2015/2016,5,2,FC Barcelona,Rayo Vallecano
2015/2016,1,1,SD Eibar,Sevilla FC
2015/2016,4,0,Getafe CF,UD Las Palmas
2015/2016,1,2,Villarreal CF,RC Celta de Vigo
2015/2016,3,0,Real Madrid CF,Levante UD
2015/2016,0,2,Real Sociedad,Atlético Madrid
2015/2016,3,0,Valencia CF,Málaga CF
2015/2016,2,2,RC Deportivo de La Coruña,Athletic Club de Bilbao
2015/2016,3,3,Real Sporting de Gijón,Granada CF
2015/2016,1,3,Real Betis Balompié,RCD Espanyol
2015/2016,3,1,FC Barcelona,SD Eibar
2015/2016,5,0,Sevilla FC,Getafe CF
2015/2016,0,0,UD Las Palmas,Villarreal CF
2015/2016,1,3,RC Celta de Vigo,Real Madrid CF
2015/2016,0,4,Levante UD,Real Sociedad
2015/2016,2,1,Atlético Madrid,Valencia CF
2015/2016,2,0,Málaga CF,RC Deportivo de La Coruña
2015/2016,3,0,Athletic Club de Bilbao,Real Sporting de Gijón
2015/2016,1,1,Granada CF,Real Betis Balompié
2015/2016,3,0,Rayo Vallecano,RCD Espanyol
2008/2009,3,1,Grasshopper Club Zürich,AC Bellinzona
2008/2009,1,2,BSC Young Boys,FC Basel
2008/2009,3,1,FC Aarau,FC Sion
2008/2009,1,2,FC Luzern,FC Vaduz
2008/2009,1,2,Neuchâtel Xamax,FC Zürich
2008/2009,1,1,AC Bellinzona,Grasshopper Club Zürich
2008/2009,1,2,FC Basel,BSC Young Boys
2008/2009,1,1,FC Sion,FC Aarau
2008/2009,1,0,FC Vaduz,FC Luzern
2008/2009,3,0,FC Zürich,Neuchâtel Xamax
2008/2009,3,3,Neuchâtel Xamax,AC Bellinzona
2008/2009,4,0,FC Aarau,FC Vaduz
2008/2009,0,3,FC Luzern,FC Zürich
2008/2009,1,1,Grasshopper Club Zürich,FC Basel
2008/2009,5,0,BSC Young Boys,FC Sion
2008/2009,0,0,FC Sion,Grasshopper Club Zürich
2008/2009,1,0,Neuchâtel Xamax,FC Luzern
2008/2009,4,0,FC Zürich,FC Aarau
2008/2009,2,3,AC Bellinzona,FC Basel
2008/2009,0,0,FC Vaduz,BSC Young Boys
2008/2009,3,0,FC Basel,FC Sion
2008/2009,3,0,Grasshopper Club Zürich,FC Vaduz
2008/2009,2,1,FC Aarau,Neuchâtel Xamax
2008/2009,1,0,FC Luzern,AC Bellinzona
2008/2009,2,2,BSC Young Boys,FC Zürich
2008/2009,2,1,AC Bellinzona,FC Sion
2008/2009,3,0,FC Luzern,FC Aarau
2008/2009,0,2,FC Vaduz,FC Basel
2008/2009,2,3,Neuchâtel Xamax,BSC Young Boys
2008/2009,2,1,FC Zürich,Grasshopper Club Zürich
2008/2009,0,1,FC Aarau,AC Bellinzona
2008/2009,3,1,FC Sion,FC Vaduz
2008/2009,1,1,FC Basel,FC Zürich
2008/2009,1,0,Grasshopper Club Zürich,Neuchâtel Xamax
2008/2009,6,1,BSC Young Boys,FC Luzern
2008/2009,1,1,FC Aarau,BSC Young Boys
2008/2009,0,3,FC Luzern,Grasshopper Club Zürich
2008/2009,1,0,FC Zürich,FC Sion
2008/2009,1,0,AC Bellinzona,FC Vaduz
2008/2009,2,0,Neuchâtel Xamax,FC Basel
2008/2009,3,1,FC Basel,FC Aarau
2008/2009,0,3,AC Bellinzona,FC Zürich
2008/2009,1,1,FC Sion,FC Luzern
2008/2009,0,1,Grasshopper Club Zürich,BSC Young Boys
2008/2009,1,0,FC Vaduz,Neuchâtel Xamax
2008/2009,1,0,FC Aarau,Grasshopper Club Zürich
2008/2009,0,0,FC Sion,Neuchâtel Xamax
2008/2009,5,1,FC Luzern,FC Basel
2008/2009,3,0,BSC Young Boys,AC Bellinzona
2008/2009,1,0,FC Zürich,FC Vaduz
2008/2009,1,1,FC Vaduz,FC Aarau
2008/2009,3,2,BSC Young Boys,FC Basel
2008/2009,1,0,AC Bellinzona,FC Sion
2008/2009,2,2,Grasshopper Club Zürich,FC Zürich
2008/2009,3,3,Neuchâtel Xamax,FC Luzern
2008/2009,1,0,FC Basel,Grasshopper Club Zürich
2008/2009,1,2,AC Bellinzona,Neuchâtel Xamax
2008/2009,1,0,FC Zürich,FC Luzern
2008/2009,2,1,FC Sion,BSC Young Boys
2008/2009,0,2,FC Vaduz,FC Aarau
2008/2009,0,0,FC Aarau,Neuchâtel Xamax
2008/2009,0,0,FC Zürich,AC Bellinzona
2008/2009,0,0,FC Basel,Grasshopper Club Zürich
2008/2009,2,3,FC Luzern,BSC Young Boys
2008/2009,2,1,FC Sion,FC Vaduz
2008/2009,1,0,FC Vaduz,AC Bellinzona
2008/2009,4,0,BSC Young Boys,FC Aarau
2008/2009,2,1,FC Basel,FC Zürich
2008/2009,1,0,Grasshopper Club Zürich,FC Luzern
2008/2009,3,2,Neuchâtel Xamax,FC Sion
2008/2009,0,3,FC Aarau,Grasshopper Club Zürich
2008/2009,2,3,FC Sion,BSC Young Boys
2008/2009,2,0,AC Bellinzona,Neuchâtel Xamax
2008/2009,1,2,FC Luzern,FC Basel
2008/2009,5,0,FC Zürich,FC Vaduz
2008/2009,3,1,FC Basel,FC Aarau
2008/2009,0,2,Grasshopper Club Zürich,FC Sion
2008/2009,1,3,FC Luzern,FC Zürich
2008/2009,3,1,Neuchâtel Xamax,FC Vaduz
2008/2009,3,0,BSC Young Boys,AC Bellinzona
2008/2009,0,0,FC Aarau,FC Luzern
2008/2009,0,4,FC Sion,FC Basel
2008/2009,6,2,AC Bellinzona,Grasshopper Club Zürich
2008/2009,3,1,FC Vaduz,BSC Young Boys
2008/2009,3,0,FC Zürich,Neuchâtel Xamax
2008/2009,1,0,FC Aarau,FC Sion
2008/2009,5,0,FC Basel,FC Vaduz
2008/2009,1,1,Grasshopper Club Zürich,Neuchâtel Xamax
2008/2009,4,2,FC Luzern,AC Bellinzona
2008/2009,4,2,BSC Young Boys,FC Zürich
2008/2009,1,1,FC Sion,FC Luzern
2008/2009,2,2,FC Vaduz,Grasshopper Club Zürich
2008/2009,1,1,AC Bellinzona,FC Basel
2008/2009,2,3,Neuchâtel Xamax,BSC Young Boys
2008/2009,2,1,FC Zürich,FC Aarau
2008/2009,3,0,FC Basel,Neuchâtel Xamax
2008/2009,3,1,FC Luzern,FC Vaduz
2008/2009,0,1,FC Sion,FC Zürich
2008/2009,0,0,FC Aarau,AC Bellinzona
2008/2009,3,3,Grasshopper Club Zürich,BSC Young Boys
2008/2009,1,2,AC Bellinzona,FC Aarau
2008/2009,1,2,FC Vaduz,FC Luzern
2008/2009,2,2,FC Zürich,FC Sion
2008/2009,2,3,Neuchâtel Xamax,FC Basel
2008/2009,3,1,BSC Young Boys,Grasshopper Club Zürich
2008/2009,0,3,FC Aarau,FC Zürich
2008/2009,1,1,FC Basel,AC Bellinzona
2008/2009,1,0,FC Luzern,FC Sion
2008/2009,2,0,Grasshopper Club Zürich,FC Vaduz
2008/2009,0,0,BSC Young Boys,Neuchâtel Xamax
2008/2009,2,0,FC Basel,AC Bellinzona
2008/2009,0,1,FC Luzern,Neuchâtel Xamax
2008/2009,2,1,FC Aarau,FC Zürich
2008/2009,0,0,BSC Young Boys,FC Vaduz
2008/2009,3,1,Grasshopper Club Zürich,FC Sion
2008/2009,2,0,AC Bellinzona,FC Luzern
2008/2009,2,0,FC Sion,FC Aarau
2008/2009,0,1,FC Vaduz,FC Basel
2008/2009,4,1,Neuchâtel Xamax,Grasshopper Club Zürich
2008/2009,3,0,FC Zürich,BSC Young Boys
2008/2009,2,2,FC Basel,FC Sion
2008/2009,4,0,FC Luzern,FC Aarau
2008/2009,1,3,Grasshopper Club Zürich,AC Bellinzona
2008/2009,0,1,Neuchâtel Xamax,FC Zürich
2008/2009,6,0,BSC Young Boys,FC Vaduz
2008/2009,3,1,FC Aarau,FC Basel
2008/2009,2,4,FC Vaduz,Neuchâtel Xamax
2008/2009,1,1,FC Zürich,FC Luzern
2008/2009,2,1,AC Bellinzona,BSC Young Boys
2008/2009,1,4,FC Sion,Grasshopper Club Zürich
2008/2009,2,0,FC Basel,FC Luzern
2008/2009,3,5,FC Vaduz,FC Zürich
2008/2009,1,1,Grasshopper Club Zürich,FC Aarau
2008/2009,1,0,Neuchâtel Xamax,AC Bellinzona
2008/2009,2,1,BSC Young Boys,FC Sion
2008/2009,3,1,AC Bellinzona,FC Vaduz
2008/2009,1,3,FC Zürich,FC Basel
2008/2009,0,1,FC Aarau,BSC Young Boys
2008/2009,1,1,FC Luzern,Grasshopper Club Zürich
2008/2009,1,0,FC Sion,Neuchâtel Xamax
2008/2009,0,1,AC Bellinzona,FC Zürich
2008/2009,4,1,Grasshopper Club Zürich,FC Basel
2008/2009,1,5,FC Vaduz,FC Sion
2008/2009,3,1,Neuchâtel Xamax,FC Aarau
2008/2009,5,2,BSC Young Boys,FC Luzern
2008/2009,2,0,FC Aarau,FC Vaduz
2008/2009,0,3,FC Basel,BSC Young Boys
2008/2009,2,1,FC Luzern,Neuchâtel Xamax
2008/2009,2,2,FC Sion,AC Bellinzona
2008/2009,2,1,FC Zürich,Grasshopper Club Zürich
2008/2009,2,2,AC Bellinzona,FC Luzern
2008/2009,2,0,FC Sion,FC Basel
2008/2009,1,1,FC Vaduz,Grasshopper Club Zürich
2008/2009,0,0,Neuchâtel Xamax,FC Aarau
2008/2009,2,1,FC Zürich,BSC Young Boys
2008/2009,1,0,FC Aarau,FC Luzern
2008/2009,4,0,FC Basel,FC Vaduz
2008/2009,0,2,FC Sion,AC Bellinzona
2008/2009,2,2,Grasshopper Club Zürich,FC Zürich
2008/2009,2,1,BSC Young Boys,Neuchâtel Xamax
2008/2009,1,2,FC Vaduz,FC Sion
2008/2009,1,1,Neuchâtel Xamax,Grasshopper Club Zürich
2008/2009,0,3,FC Luzern,BSC Young Boys
2008/2009,1,4,FC Zürich,FC Basel
2008/2009,1,1,AC Bellinzona,FC Aarau
2008/2009,4,3,FC Basel,Neuchâtel Xamax
2008/2009,4,2,Grasshopper Club Zürich,FC Luzern
2008/2009,1,3,FC Sion,FC Zürich
2008/2009,0,0,FC Vaduz,AC Bellinzona
2008/2009,3,3,BSC Young Boys,FC Aarau
2008/2009,0,2,FC Aarau,FC Basel
2008/2009,1,1,FC Luzern,FC Sion
2008/2009,2,2,Neuchâtel Xamax,FC Vaduz
2008/2009,1,3,BSC Young Boys,Grasshopper Club Zürich
2008/2009,3,0,FC Zürich,AC Bellinzona
2008/2009,2,0,FC Basel,FC Luzern
2008/2009,0,0,Grasshopper Club Zürich,FC Aarau
2008/2009,3,3,Neuchâtel Xamax,FC Sion
2008/2009,1,2,AC Bellinzona,BSC Young Boys
2008/2009,1,7,FC Vaduz,FC Zürich
2009/2010,1,0,FC Aarau,Grasshopper Club Zürich
2009/2010,1,1,AC Bellinzona,Neuchâtel Xamax
2009/2010,2,0,FC St. Gallen,FC Basel
2009/2010,2,3,FC Zürich,BSC Young Boys
2009/2010,3,1,FC Sion,FC Luzern
2009/2010,4,0,FC Basel,FC St. Gallen
2009/2010,4,0,Grasshopper Club Zürich,FC Aarau
2009/2010,3,0,BSC Young Boys,FC Zürich
2009/2010,1,2,FC Luzern,FC Sion
2009/2010,4,1,Neuchâtel Xamax,AC Bellinzona
2009/2010,0,2,FC Aarau,FC Basel
2009/2010,2,3,FC St. Gallen,BSC Young Boys
2009/2010,2,0,FC Luzern,AC Bellinzona
2009/2010,2,3,FC Sion,Grasshopper Club Zürich
2009/2010,1,2,FC Zürich,Neuchâtel Xamax
2009/2010,0,0,Grasshopper Club Zürich,FC Luzern
2009/2010,4,2,Neuchâtel Xamax,FC St. Gallen
2009/2010,5,0,FC Basel,FC Sion
2009/2010,3,2,AC Bellinzona,FC Zürich
2009/2010,4,0,BSC Young Boys,FC Aarau
2009/2010,1,2,FC Aarau,AC Bellinzona
2009/2010,2,1,Grasshopper Club Zürich,BSC Young Boys
2009/2010,4,5,FC Luzern,FC Basel
2009/2010,1,0,FC Sion,Neuchâtel Xamax
2009/2010,1,3,FC St. Gallen,FC Zürich
2009/2010,0,0,FC Aarau,FC Sion
2009/2010,1,0,FC St. Gallen,Grasshopper Club Zürich
2009/2010,2,2,FC Zürich,FC Basel
2009/2010,1,7,AC Bellinzona,BSC Young Boys
2009/2010,1,1,Neuchâtel Xamax,FC Luzern
2009/2010,3,1,FC Basel,Grasshopper Club Zürich
2009/2010,1,1,FC Zürich,FC Sion
2009/2010,0,5,AC Bellinzona,FC St. Gallen
2009/2010,3,3,Neuchâtel Xamax,FC Aarau
2009/2010,1,1,BSC Young Boys,FC Luzern
2009/2010,0,2,FC Aarau,FC St. Gallen
2009/2010,7,0,Grasshopper Club Zürich,AC Bellinzona
2009/2010,1,0,FC Luzern,FC Zürich
2009/2010,3,1,FC Sion,BSC Young Boys
2009/2010,4,1,FC Basel,Neuchâtel Xamax
2009/2010,1,1,FC St. Gallen,FC Luzern
2009/2010,0,1,Neuchâtel Xamax,Grasshopper Club Zürich
2009/2010,3,1,AC Bellinzona,FC Sion
2009/2010,2,0,BSC Young Boys,FC Basel
2009/2010,2,0,FC Zürich,FC Aarau
2009/2010,6,0,FC Luzern,FC Aarau
2009/2010,2,1,FC Sion,FC St. Gallen
2009/2010,3,2,FC Basel,AC Bellinzona
2009/2010,1,0,Grasshopper Club Zürich,FC Zürich
2009/2010,1,0,BSC Young Boys,Neuchâtel Xamax
2009/2010,1,0,FC St. Gallen,FC Sion
2009/2010,0,0,FC Zürich,Neuchâtel Xamax
2009/2010,6,3,FC Aarau,AC Bellinzona
2009/2010,4,0,FC Basel,BSC Young Boys
2009/2010,4,2,FC Luzern,Grasshopper Club Zürich
2009/2010,3,0,Neuchâtel Xamax,FC Zürich
2009/2010,1,1,BSC Young Boys,FC St. Gallen
2009/2010,2,1,FC Basel,FC Aarau
